"nom_local","des_local","oid_falha","des_tipo_falha","des_atributo_falha","des_disfuncao_processo","des_falha","idc_detalhes_falha","dth_inicial_realizado","dth_final_realizado"
"LAMINAÇÃO","CARRO EXTRATOR SAÍDA DO LEITO","669052","UTILIDADES","-","-","UTILIDADES - -","ULTIMO TRECHO DO CARRO EXTRATOR SEM QUERER DESCER. EXCESSO DE ÁGUA NA LINHA DE AR COMPRIMIDO.","7/2/2019 12:25","7/2/2019 12:35"
"LAMINAÇÃO","LAMINAÇÃO","616978","RITMO","_Atraso","-","RITMO _Atraso -","","2/25/2019 11:58","2/25/2019 12:00"
"LAMINAÇÃO","LEITO DO RESFRIAMENTO","618252","RITMO","_Atraso","-","RITMO _Atraso -","Alteração da metragem do corte na CM330.","2/28/2019 13:57","2/28/2019 13:59"
"LAMINAÇÃO","GUIA DE ENTRADA DA GAIOLA M6","618259","RITMO","_Atraso","-","RITMO _Atraso -","Material acabado sobre o leito com risco longitudinal á barra devido a guia de ent. da M6 com rolete travado.","2/28/2019 14:50","2/28/2019 15:00"
"LAMINAÇÃO","LEITO DO RESFRIAMENTO","618261","RITMO","_Atraso","-","RITMO _Atraso -","","2/28/2019 13:59","2/28/2019 14:00"
"LAMINAÇÃO","TRANSFERIDOR DE CORRENTES TC-5 ENFEIX.","618171","RITMO","_Atraso","-","RITMO _Atraso -","TC5 cheio.","2/28/2019 7:55","2/28/2019 8:00"
"LAMINAÇÃO","GAIOLA D1 DESBASTE","618270","RITMO","_Atraso","-","RITMO _Atraso -","Eng. de barra na saída do 3º passe.","2/28/2019 15:56","2/28/2019 16:00"
"LAMINAÇÃO","LEITO DO RESFRIAMENTO","618292","RITMO","_Atraso","-","RITMO _Atraso -","Eng. de barra fora do leito.","2/28/2019 16:54","2/28/2019 17:00"
"LAMINAÇÃO","CALHA DE LAÇO M4/M5 Y  N-624.16-M-35","618195","RITMO","_Atraso","-","RITMO _Atraso -","Abaur. na calha de laço Y.","2/28/2019 8:53","2/28/2019 9:00"
"LAMINAÇÃO","LAMINAÇÃO","618220","RITMO","_Atraso","-","RITMO _Atraso -","Abaur. na guia de ent. da M5 é barras desalinhadas fora do leito.","2/28/2019 11:48","2/28/2019 12:00"
"LAMINAÇÃO","TESOURA CM-330 SAÍDA LEITO CORTE A FRIO","618222","RITMO","_Atraso","-","RITMO _Atraso -","CM33 desligada acidentalmente pelo oper. do pult-7.","2/28/2019 12:55","2/28/2019 13:00"
"LAMINAÇÃO","LAMINAÇÃO","618215","RITMO","_Atraso","-","RITMO _Atraso -","","2/28/2019 10:57","2/28/2019 11:00"
"LAMINAÇÃO","LAMINAÇÃO","616897","RITMO","_Atraso","-","RITMO _Atraso -","","2/25/2019 6:59","2/25/2019 7:00"
"LAMINAÇÃO","LAMINAÇÃO","619090","RITMO","_Atraso","-","RITMO _Atraso -","","3/2/2019 22:57","3/2/2019 23:00"
"LAMINAÇÃO","LAMINAÇÃO","619128","RITMO","_Atraso","-","RITMO _Atraso -","","3/3/2019 0:59","3/3/2019 1:00"
"LAMINAÇÃO","LAMINAÇÃO","619052","RITMO","_Atraso","-","RITMO _Atraso -","","3/2/2019 20:59","3/2/2019 20:59"
"LAMINAÇÃO","LAMINAÇÃO","619008","RITMO","_Atraso","-","RITMO _Atraso -","","3/2/2019 18:59","3/2/2019 19:00"
"LAMINAÇÃO","LAMINAÇÃO","619030","RITMO","_Atraso","-","RITMO _Atraso -","","3/2/2019 19:57","3/2/2019 20:00"
"LAMINAÇÃO","LAMINAÇÃO","618631","RITMO","_Atraso","-","RITMO _Atraso -","Troca de canal da A4 e guia de saída da M6.","3/1/2019 13:49","3/1/2019 13:59"
"LAMINAÇÃO","CAMINHO DE ROLOS GRELHA ENFORNAMENTO","618580","RITMO","_Atraso","-","RITMO _Atraso -","Eng. de tarugo no C.R. do enfornamento.","3/1/2019 10:51","3/1/2019 10:51"
"LAMINAÇÃO","PULT 04 (CENTRAL)","618598","RITMO","_Atraso","-","RITMO _Atraso -","Atraso no desenfornamento devido falha oper.","3/1/2019 11:53","3/1/2019 12:00"
"LAMINAÇÃO","TREM DESBASTE","618514","RITMO","_Atraso","-","RITMO _Atraso -","Sobra de barra entre D4 e D5.","3/1/2019 7:56","3/1/2019 8:00"
"LAMINAÇÃO","GAIOLA D1 DESBASTE","618556","RITMO","_Atraso","-","RITMO _Atraso -","Desligamento da D1 para inspeção.","3/1/2019 9:53","3/1/2019 10:00"
"LAMINAÇÃO","LAMINAÇÃO","619209","RITMO","_Atraso","-","RITMO _Atraso -","","3/2/2019 20:59","3/2/2019 21:00"
"LAMINAÇÃO","GAIOLA D1 DESBASTE","619501","RITMO","_Atraso","-","RITMO _Atraso -","Eng. de barra na ent. do 2º passe.","3/3/2019 21:52","3/3/2019 22:00"
"LAMINAÇÃO","LAMINAÇÃO","619546","RITMO","_Atraso","-","RITMO _Atraso -","","3/3/2019 23:58","3/4/2019 0:00"
"LAMINAÇÃO","LAMINAÇÃO","619526","RITMO","_Atraso","-","RITMO _Atraso -","","3/3/2019 22:58","3/3/2019 23:00"
"LAMINAÇÃO","PULT 04 (CENTRAL)","618610","RITMO","_Atraso","-","RITMO _Atraso -","Atraso no desenfornamento devido falha oper.","3/1/2019 12:55","3/1/2019 13:00"
"LAMINAÇÃO","MOTOROLOS REFRIGERADOS DE ENFORNAMENTO","618650","RITMO","_Atraso","-","RITMO _Atraso -","Eng. de tarugo na ent. do OFAG devido carga esta com efeito mola.","3/1/2019 14:57","3/1/2019 15:00"
"LAMINAÇÃO","LAMINAÇÃO","618651","RITMO","_Atraso","-","RITMO _Atraso -","","3/1/2019 13:59","3/1/2019 14:00"
"LAMINAÇÃO","CAMINHO DE ROLOS GRELHA ENFORNAMENTO","618659","RITMO","_Atraso","-","RITMO _Atraso -","Eng. de tarugo no C.R. do enfornamento.","3/1/2019 10:51","3/1/2019 11:00"
"LAMINAÇÃO","LAMINAÇÃO","614620","RITMO","_Atraso","-","RITMO _Atraso -","Atraso preventiva e controle de passes.","2/18/2019 21:54","2/18/2019 22:00"
"LAMINAÇÃO","TREM DESBASTE","614648","RITMO","_Atraso","-","RITMO _Atraso -","Barra sobrou na ent. da D4 V1 + ajuste na guia de saída da D3 V1.","2/18/2019 23:56","2/19/2019 0:00"
"LAMINAÇÃO","LAMINAÇÃO","614664","RITMO","_Atraso","-","RITMO _Atraso -","","2/19/2019 0:59","2/19/2019 1:00"
"LAMINAÇÃO","TRANSFERIDOR DE CORRENTES TC-5 ENFEIX.","614685","RITMO","_Atraso","-","RITMO _Atraso -","TC5 sobrecarregado devido atraso no descarregamento.","2/19/2019 1:56","2/19/2019 2:00"
"LAMINAÇÃO","LAMINAÇÃO","614703","RITMO","_Atraso","-","RITMO _Atraso -","Eng. de tarugo na ent. do OFAG e eng. de barra no leito.","2/19/2019 2:53","2/19/2019 3:00"
"LAMINAÇÃO","LAMINAÇÃO","615824","RITMO","_Atraso","-","RITMO _Atraso -","","2/22/2019 7:59","2/22/2019 8:00"
"LAMINAÇÃO","LAMINAÇÃO","615852","RITMO","_Atraso","-","RITMO _Atraso -","","2/22/2019 9:57","2/22/2019 10:00"
"LAMINAÇÃO","CAMINHO DE ROLOS GRELHA ENFORNAMENTO","615905","RITMO","_Atraso","-","RITMO _Atraso -","Eng. de tarugo no C.R. do enfornamento.","2/22/2019 12:53","2/22/2019 13:00"
"LAMINAÇÃO","LAMINAÇÃO","616642","RITMO","_Atraso","-","RITMO _Atraso -","","2/24/2019 13:59","2/24/2019 14:00"
"LAMINAÇÃO","LAMINAÇÃO","616698","RITMO","_Atraso","-","RITMO _Atraso -","","2/24/2019 16:59","2/24/2019 17:00"
"LAMINAÇÃO","LAMINAÇÃO","616271","RITMO","_Atraso","-","RITMO _Atraso -","","2/23/2019 14:57","2/23/2019 15:00"
"LAMINAÇÃO","LAMINAÇÃO","616254","RITMO","_Atraso","-","RITMO _Atraso -","","2/23/2019 13:57","2/23/2019 14:00"
"LAMINAÇÃO","LAMINAÇÃO","615021","RITMO","_Atraso","-","RITMO _Atraso -","Atraso preventiva.","2/19/2019 22:53","2/19/2019 23:00"
"LAMINAÇÃO","LAMINAÇÃO","615040","RITMO","_Atraso","-","RITMO _Atraso -","","2/19/2019 23:59","2/20/2019 0:00"
"LAMINAÇÃO","LAMINAÇÃO","615055","RITMO","_Atraso","-","RITMO _Atraso -","","2/20/2019 0:59","2/20/2019 1:00"
"LAMINAÇÃO","PULT 07 - SAIDA DO LEITO RESFRIAMENTO","615070","RITMO","_Atraso","-","RITMO _Atraso -","Atraso oper. pult-7.","2/20/2019 1:55","2/20/2019 2:00"
"LAMINAÇÃO","LAMINAÇÃO","615886","RITMO","_Atraso","-","RITMO _Atraso -","","2/22/2019 11:59","2/22/2019 12:00"
"LAMINAÇÃO","AJUSTE AXIAL DA GAIOLA M4","608420","RITMO","_Atraso","-","RITMO _Atraso -","Barra sobrou entre M3 e M4 V2.","2/3/2019 2:49","2/3/2019 2:50"
"LAMINAÇÃO","LAMINAÇÃO","608402","RITMO","_Atraso","-","RITMO _Atraso -","","2/3/2019 1:59","2/3/2019 2:00"
"LAMINAÇÃO","IMPULSIONADOR ID3 SAÍDA 5o.PASSE VEIO 1","608440","RITMO","_Atraso","-","RITMO _Atraso -","Barra topou na ent. da calha seca antes do ID3 V1.","2/3/2019 3:40","2/3/2019 4:00"
"LAMINAÇÃO","AJUSTE AXIAL DA GAIOLA M4","608453","RITMO","_Atraso","-","RITMO _Atraso -","Barra sobrou entre M3 e M4 V2.","2/3/2019 2:50","2/3/2019 3:00"
"LAMINAÇÃO","IMPULSIONADOR ID3 SAÍDA 5o.PASSE VEIO 1","608454","RITMO","_Atraso","-","RITMO _Atraso -","Barra topou na ent. da calha seca antes do ID3 V1.","2/3/2019 4:58","2/3/2019 5:00"
"LAMINAÇÃO","TREM ACABADOR","608369","RITMO","_Atraso","-","RITMO _Atraso -","Controle de passes no LAM.","2/2/2019 23:56","2/3/2019 0:00"
"LAMINAÇÃO","LAMINAÇÃO","608785","RITMO","_Atraso","-","RITMO _Atraso -","","2/3/2019 22:57","2/3/2019 23:00"
"LAMINAÇÃO","LEITO DO RESFRIAMENTO","608802","RITMO","_Atraso","-","RITMO _Atraso -","Atraso na oper. do pult-7.","2/3/2019 23:56","2/3/2019 23:58"
"LAMINAÇÃO","LEITO DO RESFRIAMENTO","608820","RITMO","_Atraso","-","RITMO _Atraso -","Eng. de barra sobre o leito de resfriamento.","2/4/2019 0:51","2/4/2019 1:00"
"LAMINAÇÃO","LEITO DO RESFRIAMENTO","608854","RITMO","_Atraso","-","RITMO _Atraso -","Eng. de barra sobre o leito de resfriamento.","2/4/2019 2:56","2/4/2019 3:00"
"LAMINAÇÃO","LEITO DO RESFRIAMENTO","608856","RITMO","_Atraso","-","RITMO _Atraso -","","2/3/2019 23:58","2/4/2019 0:00"
"LAMINAÇÃO","LEITO DO RESFRIAMENTO","608881","RITMO","_Atraso","-","RITMO _Atraso -","Eng. de barra sobre o leito de resfriamento.","2/4/2019 5:51","2/4/2019 6:00"
"LAMINAÇÃO","PULT 07 - SAIDA DO LEITO RESFRIAMENTO","607638","RITMO","_Atraso","-","RITMO _Atraso -","Pult-7 sobrecarregado devido barra curta oriunda da variação da ML do tarugo.","1/31/2019 7:55","1/31/2019 7:58"
"LAMINAÇÃO","LEITO DO RESFRIAMENTO","607622","RITMO","_Atraso","-","RITMO _Atraso -","Eng. de barra desalinhada fora do leito.","1/31/2019 6:57","1/31/2019 7:00"
"LAMINAÇÃO","CAMINHO DE ROLOS GRELHA ENFORNAMENTO","609616","RITMO","_Atraso","-","RITMO _Atraso -","Eng. de 2 tarugo no caminho de rolos do enfornamento.","2/6/2019 0:51","2/6/2019 1:00"
"LAMINAÇÃO","LAMINAÇÃO","609176","RITMO","_Atraso","-","RITMO _Atraso -","","2/4/2019 23:59","2/5/2019 0:00"
"LAMINAÇÃO","CAMINHO DE ROLOS GRELHA ENFORNAMENTO","609584","RITMO","_Atraso","-","RITMO _Atraso -","Eng. de 2 tarugo no caminho de rolos do enfornamento.","2/6/2019 0:51","2/6/2019 0:51"
"LAMINAÇÃO","LAMINAÇÃO","609596","RITMO","_Atraso","-","RITMO _Atraso -","","2/6/2019 1:58","2/6/2019 2:00"
"LAMINAÇÃO","TRANSFERIDOR DE CORRENTES TC-5 ENFEIX.","609602","RITMO","_Atraso","-","RITMO _Atraso -","TC5 cheio devido atraso no descarregamento.","2/6/2019 2:51","2/6/2019 3:00"
"LAMINAÇÃO","TREM ACABADOR","609158","RITMO","_Atraso","-","RITMO _Atraso -","Controle de passes no LAM.","2/4/2019 22:33","2/4/2019 23:00"
"LAMINAÇÃO","LEITO DO RESFRIAMENTO","608862","RITMO","_Atraso","-","RITMO _Atraso -","Eng. de barra sobre o leito de resfriamento.","2/4/2019 5:50","2/4/2019 5:51"
"LAMINAÇÃO","LAMINAÇÃO","609213","RITMO","_Atraso","-","RITMO _Atraso -","","2/5/2019 1:57","2/5/2019 2:00"
"LAMINAÇÃO","LAMINAÇÃO","609233","RITMO","_Atraso","-","RITMO _Atraso -","V. de linha baixa devido LE limitando o aumento de produção.","2/5/2019 2:57","2/5/2019 2:59"
"LAMINAÇÃO","LAMINAÇÃO","609235","RITMO","_Atraso","-","RITMO _Atraso -","","2/5/2019 2:59","2/5/2019 3:00"
"LAMINAÇÃO","LAMINAÇÃO","609247","RITMO","_Atraso","-","RITMO _Atraso -","V. de linha baixa devido LE limitando o aumento de produção.","2/5/2019 3:56","2/5/2019 4:00"
"LAMINAÇÃO","LAMINAÇÃO","609267","RITMO","_Atraso","-","RITMO _Atraso -","V. de linha baixa devido LE limitando o aumento de produção.","2/5/2019 4:56","2/5/2019 5:00"
"LAMINAÇÃO","LAMINAÇÃO","609279","RITMO","_Atraso","-","RITMO _Atraso -","V. de linha baixa devido LE limitando o aumento de produção.","2/5/2019 5:54","2/5/2019 6:00"
"LAMINAÇÃO","LAMINAÇÃO","612764","RITMO","_Atraso","-","RITMO _Atraso -","","2/14/2019 2:59","2/14/2019 3:00"
"LAMINAÇÃO","LAMINAÇÃO","612798","RITMO","_Atraso","-","RITMO _Atraso -","Atraso oper. Dobra.","2/14/2019 4:56","2/14/2019 5:00"
"LAMINAÇÃO","TESOURA CM-330 SAÍDA LEITO CORTE A FRIO","612401","RITMO","_Atraso","-","RITMO _Atraso -","Alteração da metragem do corte na CM330 de 6m p./ 12m","2/13/2019 4:55","2/13/2019 4:57"
"LAMINAÇÃO","LAMINAÇÃO","612349","RITMO","_Atraso","-","RITMO _Atraso -","","2/13/2019 1:59","2/13/2019 2:00"
"LAMINAÇÃO","TESOURA CM-330 SAÍDA LEITO CORTE A FRIO","612437","RITMO","_Atraso","-","RITMO _Atraso -","Alteração da metragem do corte na CM330 de 6m p./ 12m","2/13/2019 4:57","2/13/2019 5:00"
"LAMINAÇÃO","LAMINAÇÃO","612298","RITMO","_Atraso","-","RITMO _Atraso -","","2/12/2019 22:59","2/12/2019 23:00"
"LAMINAÇÃO","LAMINAÇÃO","612316","RITMO","_Atraso","-","RITMO _Atraso -","","2/12/2019 23:59","2/13/2019 0:00"
"LAMINAÇÃO","LAMINAÇÃO","615100","RITMO","_Atraso","-","RITMO _Atraso -","Acerto de bitola.","2/20/2019 3:52","2/20/2019 4:00"
"LAMINAÇÃO","PULT 07 - SAIDA DO LEITO RESFRIAMENTO","607736","RITMO","_Atraso","-","RITMO _Atraso -","","1/31/2019 7:58","1/31/2019 8:00"
"LAMINAÇÃO","LAMINAÇÃO","611333","RITMO","_Atraso","-","RITMO _Atraso -","","2/10/2019 15:59","2/10/2019 16:00"
"LAMINAÇÃO","LAMINAÇÃO","611790","RITMO","_Atraso","-","RITMO _Atraso -","","2/11/2019 15:59","2/11/2019 16:00"
"LAMINAÇÃO","CARRO EXTRATOR SAÍDA DO LEITO","610454","RITMO","_Atraso","-","RITMO _Atraso -","Eng. de barra no carro extrator.","2/8/2019 12:57","2/8/2019 13:00"
"LAMINAÇÃO","LAMINAÇÃO","610408","RITMO","_Atraso","-","RITMO _Atraso -","","2/8/2019 10:59","2/8/2019 11:00"
"LAMINAÇÃO","LAMINAÇÃO","610433","RITMO","_Atraso","-","RITMO _Atraso -","","2/8/2019 11:59","2/8/2019 12:00"
"LAMINAÇÃO","LAMINAÇÃO","610931","RITMO","_Atraso","-","RITMO _Atraso -","","2/9/2019 16:58","2/9/2019 17:00"
"LAMINAÇÃO","LEITO DO RESFRIAMENTO","602271","RITMO","_Atraso","-","RITMO _Atraso -","Controle de passes das gaiolas do laminador e retirada de amostra no leito para ensaio dimensional.","1/18/2019 2:36","1/18/2019 3:00"
"LAMINAÇÃO","GUIA DE ENTRADA DA GAIOLA A4","602291","RITMO","_Atraso","-","RITMO _Atraso -","Abaur. na guia de ent. da A4 V2.","1/18/2019 3:54","1/18/2019 4:00"
"LAMINAÇÃO","LAMINAÇÃO","602344","RITMO","_Atraso","-","RITMO _Atraso -","","1/18/2019 6:57","1/18/2019 7:00"
"LAMINAÇÃO","GUIA DE ENTRADA DA GAIOLA A2","602223","RITMO","_Atraso","-","RITMO _Atraso -","Abaur. na guia de ent. da A2.","1/17/2019 23:56","1/18/2019 0:00"
"LAMINAÇÃO","LAMINAÇÃO","602207","RITMO","_Atraso","-","RITMO _Atraso -","","1/17/2019 22:58","1/17/2019 23:00"
"LAMINAÇÃO","LAMINAÇÃO","603019","RITMO","_Atraso","-","RITMO _Atraso -","","1/19/2019 19:59","1/19/2019 20:00"
"LAMINAÇÃO","CAMINHO DE ROLOS SAÍDA DO LEITO","603040","RITMO","_Atraso","-","RITMO _Atraso -","Eng. de barra no caminho de rolos da saída do leito.","1/19/2019 20:56","1/19/2019 20:59"
"LAMINAÇÃO","CAMINHO DE ROLOS SAÍDA DO LEITO","603132","RITMO","_Atraso","-","RITMO _Atraso -","","1/19/2019 20:59","1/19/2019 21:00"
"LAMINAÇÃO","LAMINAÇÃO","603097","RITMO","_Atraso","-","RITMO _Atraso -","","1/19/2019 23:59","1/20/2019 0:00"
"LAMINAÇÃO","TREM ACABADOR","603059","RITMO","_Atraso","-","RITMO _Atraso -","Retirada de amostra no LAM.","1/19/2019 21:55","1/19/2019 22:00"
"LAMINAÇÃO","LAMINAÇÃO","602656","RITMO","_Atraso","-","RITMO _Atraso -","","1/19/2019 0:57","1/19/2019 1:00"
"LAMINAÇÃO","TRANSFERIDOR DE CORRENTES TC-2 ENFEIX.","603154","RITMO","_Atraso","-","RITMO _Atraso -","Eng. de barra na passagem de barra do TC2 para Dobra on-line.","1/20/2019 2:56","1/20/2019 3:00"
"LAMINAÇÃO","DOBRAMENTO","603191","RITMO","_Atraso","-","RITMO _Atraso -","Dificuldade manda para Dobra on-line","1/20/2019 4:56","1/20/2019 5:00"
"LAMINAÇÃO","LAMINAÇÃO","604419","RITMO","_Atraso","-","RITMO _Atraso -","","1/23/2019 8:58","1/23/2019 9:00"
"LAMINAÇÃO","LAMINAÇÃO","604398","RITMO","_Atraso","-","RITMO _Atraso -","","1/23/2019 7:59","1/23/2019 8:00"
"LAMINAÇÃO","LAMINAÇÃO","604436","RITMO","_Atraso","-","RITMO _Atraso -","","1/23/2019 9:59","1/23/2019 10:00"
"LAMINAÇÃO","LAMINAÇÃO","604449","RITMO","_Atraso","-","RITMO _Atraso -","","1/23/2019 10:58","1/23/2019 11:00"
"LAMINAÇÃO","POSTIÇO MESA FIXA","604527","RITMO","_Atraso","-","RITMO _Atraso -","Eng. de barra na calha de ent. do 3º.","1/23/2019 14:53","1/23/2019 15:00"
"LAMINAÇÃO","LAMINAÇÃO","604165","RITMO","_Atraso","-","RITMO _Atraso -","","1/22/2019 15:59","1/22/2019 16:00"
"LAMINAÇÃO","LAMINAÇÃO","604037","RITMO","_Atraso","-","RITMO _Atraso -","","1/22/2019 8:58","1/22/2019 9:00"
"LAMINAÇÃO","LAMINAÇÃO","604021","RITMO","_Atraso","-","RITMO _Atraso -","","1/22/2019 7:57","1/22/2019 8:00"
"LAMINAÇÃO","LAMINAÇÃO","604059","RITMO","_Atraso","-","RITMO _Atraso -","","1/22/2019 9:58","1/22/2019 10:00"
"LAMINAÇÃO","GAIOLA D1 DESBASTE","604564","RITMO","_Atraso","-","RITMO _Atraso -","Eng. na ent. do 3º","1/23/2019 16:56","1/23/2019 17:00"
"LAMINAÇÃO","PULT 07 - SAIDA DO LEITO RESFRIAMENTO","604592","RITMO","_Atraso","-","RITMO _Atraso -","Atraso oper. pult-7","1/23/2019 17:57","1/23/2019 17:58"
"LAMINAÇÃO","PULT 07 - SAIDA DO LEITO RESFRIAMENTO","604593","RITMO","_Atraso","-","RITMO _Atraso -","Atraso oper. pult-7","1/23/2019 17:58","1/23/2019 18:00"
"LAMINAÇÃO","LAMINAÇÃO","604741","RITMO","_Atraso","-","RITMO _Atraso -","","1/24/2019 7:58","1/24/2019 8:00"
"LAMINAÇÃO","LAMINAÇÃO","604852","RITMO","_Atraso","-","RITMO _Atraso -","","1/24/2019 13:58","1/24/2019 13:59"
"LAMINAÇÃO","LAMINAÇÃO","604871","RITMO","_Atraso","-","RITMO _Atraso -","","1/24/2019 13:59","1/24/2019 14:00"
"LAMINAÇÃO","LAMINAÇÃO","604891","RITMO","_Atraso","-","RITMO _Atraso -","","1/24/2019 15:57","1/24/2019 16:00"
"LAMINAÇÃO","LAMINAÇÃO","604798","RITMO","_Atraso","-","RITMO _Atraso -","","1/24/2019 10:59","1/24/2019 11:00"
"LAMINAÇÃO","CAMINHO DE ROLOS GRELHA ENFORNAMENTO","604927","RITMO","_Atraso","-","RITMO _Atraso -","Eng. de tarugo no caminho de rolos da grelha.","1/24/2019 17:52","1/24/2019 18:00"
"LAMINAÇÃO","TRANSFERIDOR DE CORRENTES TC-5 ENFEIX.","606178","RITMO","_Atraso","-","RITMO _Atraso -","TC5 cheio.","1/27/2019 18:50","1/27/2019 19:00"
"LAMINAÇÃO","LEITO DO RESFRIAMENTO","606318","RITMO","_Atraso","-","RITMO _Atraso -","Eng. de barra desalinhada fora do leito.","1/28/2019 2:53","1/28/2019 3:00"
"LAMINAÇÃO","LEITO DO RESFRIAMENTO","606337","RITMO","_Atraso","-","RITMO _Atraso -","Eng. de barra desalinhada fora do leito.","1/28/2019 3:53","1/28/2019 4:00"
"LAMINAÇÃO","TRANSFERIDOR DE CORRENTES TC-2 ENFEIX.","606353","RITMO","_Atraso","-","RITMO _Atraso -","Eng. de barra no TC2.","1/28/2019 4:50","1/28/2019 5:00"
"LAMINAÇÃO","GUIA DE ENTRADA DA GAIOLA D4","606251","RITMO","_Atraso","-","RITMO _Atraso -","","1/27/2019 20:59","1/27/2019 21:00"
"LAMINAÇÃO","LEITO DO RESFRIAMENTO","606265","RITMO","_Atraso","-","RITMO _Atraso -","Eng. de barras nas réguas móveis.","1/27/2019 23:53","1/28/2019 0:00"
"LAMINAÇÃO","LEITO DO RESFRIAMENTO","606281","RITMO","_Atraso","-","RITMO _Atraso -","Eng. de barra desalinhada fora do leito.","1/28/2019 0:52","1/28/2019 1:00"
"LAMINAÇÃO","LEITO DO RESFRIAMENTO","606301","RITMO","_Atraso","-","RITMO _Atraso -","Eng. de barra desalinhada fora do leito.","1/28/2019 1:53","1/28/2019 2:00"
"LAMINAÇÃO","LAMINAÇÃO","606723","RITMO","_Atraso","-","RITMO _Atraso -","","1/29/2019 0:59","1/29/2019 1:00"
"LAMINAÇÃO","FORNO DE REAQUECIMENTO","606742","RITMO","_Atraso","-","RITMO _Atraso -","Temperatura de tarugo baixa.","1/29/2019 1:54","1/29/2019 2:00"
"LAMINAÇÃO","LAMINAÇÃO","606763","RITMO","_Atraso","-","RITMO _Atraso -","","1/29/2019 2:59","1/29/2019 3:00"
"LAMINAÇÃO","LAMINAÇÃO","606705","RITMO","_Atraso","-","RITMO _Atraso -","","1/28/2019 23:57","1/29/2019 0:00"
"LAMINAÇÃO","ROLOS DE AMORTECIMENTO ENTRADA 5°PASSE","596881","RITMO","_Atraso","-","RITMO _Atraso -","Eng. de barra na ent. do 5º passe devido rolo de apoio com amortecedor esta mais alto.","1/4/2019 5:52","1/4/2019 5:59"
"LAMINAÇÃO","ROLOS DE AMORTECIMENTO ENTRADA 5°PASSE","596889","RITMO","_Atraso","-","RITMO _Atraso -","","1/4/2019 5:59","1/4/2019 6:00"
"LAMINAÇÃO","CALHA TOMBADORA ARTICULADA 4° PASSE","596855","RITMO","_Atraso","-","RITMO _Atraso -","Eng. de barra na ent. do 3º passe devido barra esta batendo na costa de uma peça soldada que serve de alojamento para as trave de união da calha seca postiçada com calha tombadora do 4º passe.","1/4/2019 3:56","1/4/2019 4:00"
"LAMINAÇÃO","TESOURA CM-330 SAÍDA LEITO CORTE A FRIO","596865","RITMO","_Atraso","-","RITMO _Atraso -","Comprimento dos cortes das barras na CM330 alterada de 6m Coluna p./ 8m Coluna.","1/4/2019 4:55","1/4/2019 5:00"
